id,parent,label,value
Animalia/Chordata/Aves/Passeriformes/Aegithalidae/Leptopoecile,Animalia/Chordata/Aves/Passeriformes/Aegithalidae,Leptopoecile,10
Animalia/Chordata/Aves/Passeriformes/Aegithalidae/Leptopoecile/elegans,Animalia/Chordata/Aves/Passeriformes/Aegithalidae/Leptopoecile,elegans,10
Animalia/Chordata/Aves/Passeriformes/Pellorneidae,Animalia/Chordata/Aves/Passeriformes,Pellorneidae,10
Animalia/Chordata/Aves/Passeriformes/Pellorneidae/Napothera,Animalia/Chordata/Aves/Passeriformes/Pellorneidae,Napothera,10
Animalia/Chordata/Aves/Passeriformes/Pellorneidae/Napothera/malacoptila,Animalia/Chordata/Aves/Passeriformes/Pellorneidae/Napothera,malacoptila,10
Animalia/Chordata/Aves/Passeriformes/Acanthizidae,Animalia/Chordata/Aves/Passeriformes,Acanthizidae,10
Animalia/Chordata/Aves/Passeriformes/Acanthizidae/Neosericornis,Animalia/Chordata/Aves/Passeriformes/Acanthizidae,Neosericornis,10
Animalia/Chordata/Aves/Passeriformes/Acanthizidae/Neosericornis/citreogularis,Animalia/Chordata/Aves/Passeriformes/Acanthizidae/Neosericornis,citreogularis,10
Animalia/Chordata/Aves/Passeriformes/Pardalotidae,Animalia/Chordata/Aves/Passeriformes,Pardalotidae,10
Animalia/Chordata/Aves/Passeriformes/Pardalotidae/Pardalotus,Animalia/Chordata/Aves/Passeriformes/Pardalotidae,Pardalotus,10
Animalia/Chordata/Aves/Passeriformes/Pardalotidae/Pardalotus/striatus,Animalia/Chordata/Aves/Passeriformes/Pardalotidae/Pardalotus,striatus,10
Animalia/Chordata/Aves/Passeriformes/Icteridae,Animalia/Chordata/Aves/Passeriformes,Icteridae,10
Animalia/Chordata/Aves/Passeriformes/Icteridae/Psarocolius,Animalia/Chordata/Aves/Passeriformes/Icteridae,Psarocolius,10
Animalia/Chordata/Aves/Passeriformes/Icteridae/Psarocolius/cassini,Animalia/Chordata/Aves/Passeriformes/Icteridae/Psarocolius,cassini,10
Animalia/Chordata/Aves/Passeriformes/Leiothrichidae,Animalia/Chordata/Aves/Passeriformes,Leiothrichidae,10
Animalia/Chordata/Aves/Passeriformes/Leiothrichidae/Pterorhinus,Animalia/Chordata/Aves/Passeriformes/Leiothrichidae,Pterorhinus,10
Animalia/Chordata/Aves/Passeriformes/Leiothrichidae/Pterorhinus/delesserti,Animalia/Chordata/Aves/Passeriformes/Leiothrichidae/Pterorhinus,delesserti,10
Animalia/Chordata/Aves/Passeriformes/Vireonidae,Animalia/Chordata/Aves/Passeriformes,Vireonidae,10
Animalia/Chordata/Aves/Passeriformes/Vireonidae/Pteruthius,Animalia/Chordata/Aves/Passeriformes/Vireonidae,Pteruthius,10
Animalia/Chordata/Aves/Passeriformes/Vireonidae/Pteruthius/aeralatus,Animalia/Chordata/Aves/Passeriformes/Vireonidae/Pteruthius,aeralatus,10
Animalia/Chordata/Aves/Passeriformes/Rhipiduridae,Animalia/Chordata/Aves/Passeriformes,Rhipiduridae,10
Animalia/Chordata/Aves/Passeriformes/Rhipiduridae/Rhipidura,Animalia/Chordata/Aves/Passeriformes/Rhipiduridae,Rhipidura,10
Animalia/Chordata/Aves/Passeriformes/Rhipiduridae/Rhipidura/rufiventris,Animalia/Chordata/Aves/Passeriformes/Rhipiduridae/Rhipidura,rufiventris,10
Animalia/Chordata/Aves/Passeriformes/Rhinocryptidae,Animalia/Chordata/Aves/Passeriformes,Rhinocryptidae,10
Animalia/Chordata/Aves/Passeriformes/Rhinocryptidae/Scytalopus,Animalia/Chordata/Aves/Passeriformes/Rhinocryptidae,Scytalopus,10
Animalia/Chordata/Aves/Passeriformes/Rhinocryptidae/Scytalopus/petrophilus,Animalia/Chordata/Aves/Passeriformes/Rhinocryptidae/Scytalopus,petrophilus,10
Animalia/Chordata/Aves/Passeriformes/Timaliidae,Animalia/Chordata/Aves/Passeriformes,Timaliidae,10
Animalia/Chordata/Aves/Passeriformes/Timaliidae/Stachyris,Animalia/Chordata/Aves/Passeriformes/Timaliidae,Stachyris,10
Animalia/Chordata/Aves/Passeriformes/Timaliidae/Stachyris/nonggangensis,Animalia/Chordata/Aves/Passeriformes/Timaliidae/Stachyris,nonggangensis,10
Animalia/Chordata/Aves/Passeriformes/Monarchidae,Animalia/Chordata/Aves/Passeriformes,Monarchidae,10
Animalia/Chordata/Aves/Passeriformes/Monarchidae/Terpsiphone,Animalia/Chordata/Aves/Passeriformes/Monarchidae,Terpsiphone,10
Animalia/Chordata/Aves/Passeriformes/Monarchidae/Terpsiphone/paradisi,Animalia/Chordata/Aves/Passeriformes/Monarchidae/Terpsiphone,paradisi,10
Animalia/Chordata/Aves/Passeriformes/Tyrannidae,Animalia/Chordata/Aves/Passeriformes,Tyrannidae,10
Animalia/Chordata/Aves/Passeriformes/Tyrannidae/Tyrannus,Animalia/Chordata/Aves/Passeriformes/Tyrannidae,Tyrannus,10
Animalia/Chordata/Aves/Passeriformes/Tyrannidae/Tyrannus/caudifasciatus,Animalia/Chordata/Aves/Passeriformes/Tyrannidae/Tyrannus,caudifasciatus,10
Animalia/Chordata/Aves/Passeriformes/Vangidae,Animalia/Chordata/Aves/Passeriformes,Vangidae,10
Animalia/Chordata/Aves/Passeriformes/Vangidae/Xenopirostris,Animalia/Chordata/Aves/Passeriformes/Vangidae,Xenopirostris,10
Animalia/Chordata/Aves/Passeriformes/Vangidae/Xenopirostris/polleni,Animalia/Chordata/Aves/Passeriformes/Vangidae/Xenopirostris,polleni,10
Animalia/Chordata/Aves/Caprimulgiformes,Animalia/Chordata/Aves,Caprimulgiformes,150
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Animalia/Chordata/Aves/Caprimulgiformes,Trochilidae,80
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Anthracothorax,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Anthracothorax,20
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Anthracothorax/nigricollis,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Anthracothorax,nigricollis,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Anthracothorax/viridigula,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Anthracothorax,viridigula,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Androdon,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Androdon,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Androdon/aequatorialis,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Androdon,aequatorialis,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/nan,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/nan/latirostris,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/nan,latirostris,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Eulidia,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Eulidia,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Eulidia/yarrellii,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Eulidia,yarrellii,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Haplophaedia,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Haplophaedia,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Haplophaedia/lugens,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Haplophaedia,lugens,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Phaethornis,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Phaethornis,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Phaethornis/subochraceus,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Phaethornis,subochraceus,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Thaumasius,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae,Thaumasius,10
Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Thaumasius/baeri,Animalia/Chordata/Aves/Caprimulgiformes/Trochilidae/Thaumasius,baeri,10
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae,Animalia/Chordata/Aves/Caprimulgiformes,Caprimulgidae,40
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Antrostomus,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae,Antrostomus,20
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Antrostomus/noctitherus,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Antrostomus,noctitherus,10
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Antrostomus/sericocaudatus,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Antrostomus,sericocaudatus,10
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Eurostopodus,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae,Eurostopodus,10
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Eurostopodus/nigripennis,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Eurostopodus,nigripennis,10
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Veles,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae,Veles,10
Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Veles/binotatus,Animalia/Chordata/Aves/Caprimulgiformes/Caprimulgidae/Veles,binotatus,10
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae,Animalia/Chordata/Aves/Caprimulgiformes,Apodidae,30
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Aerodramus,Animalia/Chordata/Aves/Caprimulgiformes/Apodidae,Aerodramus,10
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Aerodramus/sawtelli,Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Aerodramus,sawtelli,10
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Apus,Animalia/Chordata/Aves/Caprimulgiformes/Apodidae,Apus,10
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Apus/apus,Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Apus,apus,10
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Tachymarptis,Animalia/Chordata/Aves/Caprimulgiformes/Apodidae,Tachymarptis,10
Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Tachymarptis/aequatorialis,Animalia/Chordata/Aves/Caprimulgiformes/Apodidae/Tachymarptis,aequatorialis,10
Animalia/Chordata/Aves/Piciformes,Animalia/Chordata/Aves,Piciformes,60
Animalia/Chordata/Aves/Piciformes/Picidae,Animalia/Chordata/Aves/Piciformes,Picidae,50
Animalia/Chordata/Aves/Piciformes/Picidae/Dryobates,Animalia/Chordata/Aves/Piciformes/Picidae,Dryobates,10
Animalia/Chordata/Aves/Piciformes/Picidae/Dryobates/villosus,Animalia/Chordata/Aves/Piciformes/Picidae/Dryobates,villosus,10
Animalia/Chordata/Aves/Piciformes/Picidae/Melanerpes,Animalia/Chordata/Aves/Piciformes/Picidae,Melanerpes,10
Animalia/Chordata/Aves/Piciformes/Picidae/Melanerpes/formicivorus,Animalia/Chordata/Aves/Piciformes/Picidae/Melanerpes,formicivorus,10
Animalia/Chordata/Aves/Piciformes/Picidae/Piculus,Animalia/Chordata/Aves/Piciformes/Picidae,Piculus,10
Animalia/Chordata/Aves/Piciformes/Picidae/Piculus/leucolaemus,Animalia/Chordata/Aves/Piciformes/Picidae/Piculus,leucolaemus,10
Animalia/Chordata/Aves/Piciformes/Picidae/Picumnus,Animalia/Chordata/Aves/Piciformes/Picidae,Picumnus,10
Animalia/Chordata/Aves/Piciformes/Picidae/Picumnus/exilis,Animalia/Chordata/Aves/Piciformes/Picidae/Picumnus,exilis,10
Animalia/Chordata/Aves/Piciformes/Picidae/Picus,Animalia/Chordata/Aves/Piciformes/Picidae,Picus,10
Animalia/Chordata/Aves/Piciformes/Picidae/Picus/rabieri,Animalia/Chordata/Aves/Piciformes/Picidae/Picus,rabieri,10
Animalia/Chordata/Aves/Piciformes/Indicatoridae,Animalia/Chordata/Aves/Piciformes,Indicatoridae,10
Animalia/Chordata/Aves/Piciformes/Indicatoridae/Indicator,Animalia/Chordata/Aves/Piciformes/Indicatoridae,Indicator,10
Animalia/Chordata/Aves/Piciformes/Indicatoridae/Indicator/minor,Animalia/Chordata/Aves/Piciformes/Indicatoridae/Indicator,minor,10
Animalia/Chordata/Aves/Columbiformes,Animalia/Chordata/Aves,Columbiformes,50
Animalia/Chordata/Aves/Columbiformes/Columbidae,Animalia/Chordata/Aves/Columbiformes,Columbidae,50
Animalia/Chordata/Aves/Columbiformes/Columbidae/Columba,Animalia/Chordata/Aves/Columbiformes/Columbidae,Columba,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Columba/palumbus,Animalia/Chordata/Aves/Columbiformes/Columbidae/Columba,palumbus,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Geophaps,Animalia/Chordata/Aves/Columbiformes/Columbidae,Geophaps,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Geophaps/plumifera,Animalia/Chordata/Aves/Columbiformes/Columbidae/Geophaps,plumifera,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Macropygia,Animalia/Chordata/Aves/Columbiformes/Columbidae,Macropygia,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Macropygia/emiliana,Animalia/Chordata/Aves/Columbiformes/Columbidae/Macropygia,emiliana,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Ptilinopus,Animalia/Chordata/Aves/Columbiformes/Columbidae,Ptilinopus,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Ptilinopus/porphyreus,Animalia/Chordata/Aves/Columbiformes/Columbidae/Ptilinopus,porphyreus,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Treron,Animalia/Chordata/Aves/Columbiformes/Columbidae,Treron,10
Animalia/Chordata/Aves/Columbiformes/Columbidae/Treron/pembaensis,Animalia/Chordata/Aves/Columbiformes/Columbidae/Treron,pembaensis,10
Animalia/Chordata/Aves/Galliformes,Animalia/Chordata/Aves,Galliformes,30
Animalia/Chordata/Aves/Galliformes/Phasianidae,Animalia/Chordata/Aves/Galliformes,Phasianidae,30
Animalia/Chordata/Aves/Galliformes/Phasianidae/Dendragapus,Animalia/Chordata/Aves/Galliformes/Phasianidae,Dendragapus,10
Animalia/Chordata/Aves/Galliformes/Phasianidae/Dendragapus/fuliginosus,Animalia/Chordata/Aves/Galliformes/Phasianidae/Dendragapus,fuliginosus,10
Animalia/Chordata/Aves/Galliformes/Phasianidae/Phasianus,Animalia/Chordata/Aves/Galliformes/Phasianidae,Phasianus,10
Animalia/Chordata/Aves/Galliformes/Phasianidae/Phasianus/colchicus,Animalia/Chordata/Aves/Galliformes/Phasianidae/Phasianus,colchicus,10
Animalia/Chordata/Aves/Galliformes/Phasianidae/Rollulus,Animalia/Chordata/Aves/Galliformes/Phasianidae,Rollulus,10
Animalia/Chordata/Aves/Galliformes/Phasianidae/Rollulus/rouloul,Animalia/Chordata/Aves/Galliformes/Phasianidae/Rollulus,rouloul,10
Animalia/Chordata/Aves/Psittaciformes,Animalia/Chordata/Aves,Psittaciformes,30
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae,Animalia/Chordata/Aves/Psittaciformes,Psittaculidae,30
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Platycercus,Animalia/Chordata/Aves/Psittaciformes/Psittaculidae,Platycercus,10
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Platycercus/eximius,Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Platycercus,eximius,10
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Psittacula,Animalia/Chordata/Aves/Psittaciformes/Psittaculidae,Psittacula,10
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Psittacula/alexandri,Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Psittacula,alexandri,10
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Psittaculirostris,Animalia/Chordata/Aves/Psittaciformes/Psittaculidae,Psittaculirostris,10
Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Psittaculirostris/desmarestii,Animalia/Chordata/Aves/Psittaciformes/Psittaculidae/Psittaculirostris,desmarestii,10
Animalia/Chordata/Aves/Coraciiformes,Animalia/Chordata/Aves,Coraciiformes,20
Animalia/Chordata/Aves/Coraciiformes/Alcedinidae,Animalia/Chordata/Aves/Coraciiformes,Alcedinidae,20
Animalia/Chordata/Aves/Coraciiformes/Alcedinidae/Actenoides,Animalia/Chordata/Aves/Coraciiformes/Alcedinidae,Actenoides,10
Animalia/Chordata/Aves/Coraciiformes/Alcedinidae/Actenoides/hombroni,Animalia/Chordata/Aves/Coraciiformes/Alcedinidae/Actenoides,hombroni,10
Animalia/Chordata/Aves/Coraciiformes/Alcedinidae/Halcyon,Animalia/Chordata/Aves/Coraciiformes/Alcedinidae,Halcyon,10
Animalia/Chordata/Aves/Coraciiformes/Alcedinidae/Halcyon/smyrnensis,Animalia/Chordata/Aves/Coraciiformes/Alcedinidae/Halcyon,smyrnensis,10
Animalia/Chordata/Aves/Charadriiformes,Animalia/Chordata/Aves,Charadriiformes,20
Animalia/Chordata/Aves/Charadriiformes/Charadriidae,Animalia/Chordata/Aves/Charadriiformes,Charadriidae,10
Animalia/Chordata/Aves/Charadriiformes/Charadriidae/Anarhynchus,Animalia/Chordata/Aves/Charadriiformes/Charadriidae,Anarhynchus,10
Animalia/Chordata/Aves/Charadriiformes/Charadriidae/Anarhynchus/sanctaehelenae,Animalia/Chordata/Aves/Charadriiformes/Charadriidae/Anarhynchus,sanctaehelenae,10
Animalia/Chordata/Aves/Charadriiformes/Haematopodidae,Animalia/Chordata/Aves/Charadriiformes,Haematopodidae,10
Animalia/Chordata/Aves/Charadriiformes/Haematopodidae/Haematopus,Animalia/Chordata/Aves/Charadriiformes/Haematopodidae,Haematopus,10
Animalia/Chordata/Aves/Charadriiformes/Haematopodidae/Haematopus/ostralegus,Animalia/Chordata/Aves/Charadriiformes/Haematopodidae/Haematopus,ostralegus,10
Animalia/Chordata/Aves/Strigiformes,Animalia/Chordata/Aves,Strigiformes,20
Animalia/Chordata/Aves/Strigiformes/Strigidae,Animalia/Chordata/Aves/Strigiformes,Strigidae,10
Animalia/Chordata/Aves/Strigiformes/Strigidae/Athene,Animalia/Chordata/Aves/Strigiformes/Strigidae,Athene,10
Animalia/Chordata/Aves/Strigiformes/Strigidae/Athene/brama,Animalia/Chordata/Aves/Strigiformes/Strigidae/Athene,brama,10
Animalia/Chordata/Aves/Strigiformes/Tytonidae,Animalia/Chordata/Aves/Strigiformes,Tytonidae,10
Animalia/Chordata/Aves/Strigiformes/Tytonidae/Tyto,Animalia/Chordata/Aves/Strigiformes/Tytonidae,Tyto,10
Animalia/Chordata/Aves/Strigiformes/Tytonidae/Tyto/capensis,Animalia/Chordata/Aves/Strigiformes/Tytonidae/Tyto,capensis,10
Animalia/Chordata/Aves/Sphenisciformes,Animalia/Chordata/Aves,Sphenisciformes,20
Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae,Animalia/Chordata/Aves/Sphenisciformes,Spheniscidae,20
Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae/Eudyptes,Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae,Eudyptes,10
Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae/Eudyptes/moseleyi,Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae/Eudyptes,moseleyi,10
Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae/Pygoscelis,Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae,Pygoscelis,10
Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae/Pygoscelis/papua,Animalia/Chordata/Aves/Sphenisciformes/Spheniscidae/Pygoscelis,papua,10
Animalia/Chordata/Aves/Anseriformes,Animalia/Chordata/Aves,Anseriformes,20
Animalia/Chordata/Aves/Anseriformes/Anatidae,Animalia/Chordata/Aves/Anseriformes,Anatidae,20
Animalia/Chordata/Aves/Anseriformes/Anatidae/Netta,Animalia/Chordata/Aves/Anseriformes/Anatidae,Netta,10
Animalia/Chordata/Aves/Anseriformes/Anatidae/Netta/erythrophthalma,Animalia/Chordata/Aves/Anseriformes/Anatidae/Netta,erythrophthalma,10
Animalia/Chordata/Aves/Anseriformes/Anatidae/Somateria,Animalia/Chordata/Aves/Anseriformes/Anatidae,Somateria,10
Animalia/Chordata/Aves/Anseriformes/Anatidae/Somateria/mollissima,Animalia/Chordata/Aves/Anseriformes/Anatidae/Somateria,mollissima,10
Animalia/Chordata/Aves/Procellariiformes,Animalia/Chordata/Aves,Procellariiformes,20
Animalia/Chordata/Aves/Procellariiformes/Oceanitidae,Animalia/Chordata/Aves/Procellariiformes,Oceanitidae,10
Animalia/Chordata/Aves/Procellariiformes/Oceanitidae/Oceanites,Animalia/Chordata/Aves/Procellariiformes/Oceanitidae,Oceanites,10
Animalia/Chordata/Aves/Procellariiformes/Oceanitidae/Oceanites/pincoyae,Animalia/Chordata/Aves/Procellariiformes/Oceanitidae/Oceanites,pincoyae,10
Animalia/Chordata/Aves/Procellariiformes/Procellariidae,Animalia/Chordata/Aves/Procellariiformes,Procellariidae,10
Animalia/Chordata/Aves/Procellariiformes/Procellariidae/Pterodroma,Animalia/Chordata/Aves/Procellariiformes/Procellariidae,Pterodroma,10
Animalia/Chordata/Aves/Procellariiformes/Procellariidae/Pterodroma/cervicalis,Animalia/Chordata/Aves/Procellariiformes/Procellariidae/Pterodroma,cervicalis,10
Animalia/Chordata/Aves/Accipitriformes,Animalia/Chordata/Aves,Accipitriformes,10
Animalia/Chordata/Aves/Accipitriformes/Accipitridae,Animalia/Chordata/Aves/Accipitriformes,Accipitridae,10
Animalia/Chordata/Aves/Accipitriformes/Accipitridae/Accipiter,Animalia/Chordata/Aves/Accipitriformes/Accipitridae,Accipiter,10
Animalia/Chordata/Aves/Accipitriformes/Accipitridae/Accipiter/nisus,Animalia/Chordata/Aves/Accipitriformes/Accipitridae/Accipiter,nisus,10
Animalia/Chordata/Aves/Pelecaniformes,Animalia/Chordata/Aves,Pelecaniformes,10
Animalia/Chordata/Aves/Pelecaniformes/Ardeidae,Animalia/Chordata/Aves/Pelecaniformes,Ardeidae,10
Animalia/Chordata/Aves/Pelecaniformes/Ardeidae/Ardea,Animalia/Chordata/Aves/Pelecaniformes/Ardeidae,Ardea,10
Animalia/Chordata/Aves/Pelecaniformes/Ardeidae/Ardea/cinerea,Animalia/Chordata/Aves/Pelecaniformes/Ardeidae/Ardea,cinerea,10
Animalia/Chordata/Aves/Leptosomiformes,Animalia/Chordata/Aves,Leptosomiformes,10
Animalia/Chordata/Aves/Leptosomiformes/Leptosomidae,Animalia/Chordata/Aves/Leptosomiformes,Leptosomidae,10
Animalia/Chordata/Aves/Leptosomiformes/Leptosomidae/Leptosomus,Animalia/Chordata/Aves/Leptosomiformes/Leptosomidae,Leptosomus,10
Animalia/Chordata/Aves/Leptosomiformes/Leptosomidae/Leptosomus/discolor,Animalia/Chordata/Aves/Leptosomiformes/Leptosomidae/Leptosomus,discolor,10
Plantae,,Plantae,1000
Plantae/Tracheophyta,Plantae,Tracheophyta,970
Plantae/Tracheophyta/Magnoliopsida,Plantae/Tracheophyta,Magnoliopsida,700
Plantae/Tracheophyta/Magnoliopsida/Asterales,Plantae/Tracheophyta/Magnoliopsida,Asterales,130
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Plantae/Tracheophyta/Magnoliopsida/Asterales,Asteraceae,120
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Anthemis,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Anthemis,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Anthemis/macrotis,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Anthemis,macrotis,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Erigeron,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Erigeron,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Erigeron/eximius,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Erigeron,eximius,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Gynura,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Gynura,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Gynura/procumbens,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Gynura,procumbens,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Heterotheca,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Heterotheca,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Heterotheca/hartmanii,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Heterotheca,hartmanii,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Hieracium,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Hieracium,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Hieracium/tomentosum,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Hieracium,tomentosum,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Hymenolepis,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Hymenolepis,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Hymenolepis/speciosa,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Hymenolepis,speciosa,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Marshallia,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Marshallia,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Marshallia/ramosa,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Marshallia,ramosa,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Pentzia,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Pentzia,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Pentzia/calcarea,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Pentzia,calcarea,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Picradeniopsis,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Picradeniopsis,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Picradeniopsis/woodhousei,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Picradeniopsis,woodhousei,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Rhodanthe,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Rhodanthe,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Rhodanthe/stuartiana,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Rhodanthe,stuartiana,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Taraxacum,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Taraxacum,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Taraxacum/faeroense,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Taraxacum,faeroense,10
