,0,1,# of Shots 8,Example Paths 8,Example Categories 8,# of Shots 4,Example Paths 4,Example Categories 4,# of Shots 2,Example Paths 2,Example Categories 2,# of Shots 1,Example Paths 1,Example Categories 1,# of Shots 0,Example Paths 0,Example Categories 0
51,data/Soybean Seeds/Broken/333.jpg,Broken,,"['data/Soybean Seeds/Skin-damaged/926.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Skin-damaged/670.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Spotted/764.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg']","['Skin-damaged', 'Immature', 'Broken', 'Skin-damaged', 'Intact', 'Spotted', 'Spotted', 'Skin-damaged']",Spotted,"['data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Spotted/420.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Immature/19.jpg']","['Spotted', 'Spotted', 'Immature', 'Immature']",Broken,"['data/Soybean Seeds/Skin-damaged/315.jpg', 'data/Soybean Seeds/Broken/206.jpg']","['Skin-damaged', 'Broken']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/196.jpg'],['Skin-damaged'],Skin-damaged,[],[]
52,data/Soybean Seeds/Broken/958.jpg,Broken,Spotted,"['data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Broken/544.jpg', 'data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Broken/181.jpg']","['Spotted', 'Spotted', 'Spotted', 'Spotted', 'Intact', 'Broken', 'Immature', 'Broken']",Intact,"['data/Soybean Seeds/Intact/407.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg']","['Intact', 'Intact', 'Intact', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/514.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg']","['Skin-damaged', 'Skin-damaged']",,['data/Soybean Seeds/Immature/875.jpg'],['Immature'],Broken,[],[]
53,data/Soybean Seeds/Immature/1065.jpg,Immature,Skin-damaged,"['data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Immature/696.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg']","['Spotted', 'Immature', 'Immature', 'Immature', 'Spotted', 'Immature', 'Broken', 'Skin-damaged']",Intact,"['data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Intact/495.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Immature/696.jpg']","['Broken', 'Intact', 'Skin-damaged', 'Immature']",Immature,"['data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Immature/8.jpg']","['Immature', 'Immature']",Broken,['data/Soybean Seeds/Broken/848.jpg'],['Broken'],,[],[]
54,data/Soybean Seeds/Broken/181.jpg,Broken,Intact,"['data/Soybean Seeds/Intact/972.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Intact/567.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Broken/866.jpg']","['Intact', 'Broken', 'Immature', 'Immature', 'Spotted', 'Intact', 'Intact', 'Broken']",Skin-damaged,"['data/Soybean Seeds/Broken/786.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Broken/738.jpg']","['Broken', 'Broken', 'Broken', 'Broken']",Intact,"['data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg']","['Intact', 'Skin-damaged']",Spotted,['data/Soybean Seeds/Spotted/185.jpg'],['Spotted'],Skin-damaged,[],[]
55,data/Soybean Seeds/Skin-damaged/268.jpg,Skin-damaged,Broken,"['data/Soybean Seeds/Spotted/262.jpg', 'data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Immature/414.jpg']","['Spotted', 'Intact', 'Skin-damaged', 'Intact', 'Broken', 'Broken', 'Spotted', 'Immature']",Spotted,"['data/Soybean Seeds/Intact/688.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Immature/441.jpg']","['Intact', 'Broken', 'Immature', 'Immature']",Broken,"['data/Soybean Seeds/Broken/866.jpg', 'data/Soybean Seeds/Immature/102.jpg']","['Broken', 'Immature']",Intact,['data/Soybean Seeds/Skin-damaged/999.jpg'],['Skin-damaged'],Broken,[],[]
56,data/Soybean Seeds/Broken/331.jpg,Broken,Intact,"['data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Intact/95.jpg']","['Immature', 'Spotted', 'Immature', 'Spotted', 'Skin-damaged', 'Broken', 'Skin-damaged', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Spotted/112.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Immature/696.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg']","['Spotted', 'Skin-damaged', 'Immature', 'Skin-damaged']",Intact,"['data/Soybean Seeds/Spotted/157.jpg', 'data/Soybean Seeds/Intact/698.jpg']","['Spotted', 'Intact']",Immature,['data/Soybean Seeds/Immature/102.jpg'],['Immature'],Immature,[],[]
57,data/Soybean Seeds/Skin-damaged/568.jpg,Skin-damaged,,"['data/Soybean Seeds/Skin-damaged/268.jpg', 'data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Spotted/112.jpg']","['Skin-damaged', 'Spotted', 'Spotted', 'Immature', 'Broken', 'Skin-damaged', 'Broken', 'Spotted']",,"['data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Spotted/706.jpg']","['Immature', 'Broken', 'Skin-damaged', 'Spotted']",Broken,"['data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Intact/495.jpg']","['Immature', 'Intact']",Broken,['data/Soybean Seeds/Broken/333.jpg'],['Broken'],Broken,[],[]
58,data/Soybean Seeds/Immature/8.jpg,Immature,Intact,"['data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/407.jpg', 'data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Immature/1065.jpg']","['Broken', 'Broken', 'Skin-damaged', 'Intact', 'Immature', 'Skin-damaged', 'Broken', 'Immature']",Immature,"['data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Intact/567.jpg', 'data/Soybean Seeds/Immature/701.jpg']","['Skin-damaged', 'Immature', 'Intact', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg']","['Spotted', 'Skin-damaged']",Skin-damaged,['data/Soybean Seeds/Broken/554.jpg'],['Broken'],Intact,[],[]
59,data/Soybean Seeds/Spotted/532.jpg,Spotted,,"['data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Intact/688.jpg', 'data/Soybean Seeds/Intact/48.jpg', 'data/Soybean Seeds/Broken/866.jpg']","['Immature', 'Broken', 'Intact', 'Intact', 'Skin-damaged', 'Intact', 'Intact', 'Broken']",Skin-damaged,"['data/Soybean Seeds/Immature/554.jpg', 'data/Soybean Seeds/Intact/567.jpg', 'data/Soybean Seeds/Spotted/262.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg']","['Immature', 'Intact', 'Spotted', 'Skin-damaged']",,"['data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Immature/8.jpg']","['Intact', 'Immature']",Spotted,['data/Soybean Seeds/Spotted/185.jpg'],['Spotted'],Skin-damaged,[],[]
60,data/Soybean Seeds/Intact/48.jpg,Intact,Intact,"['data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Skin-damaged/514.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Broken/464.jpg', 'data/Soybean Seeds/Immature/19.jpg']","['Spotted', 'Skin-damaged', 'Broken', 'Immature', 'Spotted', 'Immature', 'Broken', 'Immature']",Intact,"['data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Intact/382.jpg', 'data/Soybean Seeds/Broken/876.jpg', 'data/Soybean Seeds/Immature/1084.jpg']","['Skin-damaged', 'Intact', 'Broken', 'Immature']",Broken,"['data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Broken/848.jpg']","['Immature', 'Broken']",Broken,['data/Soybean Seeds/Intact/403.jpg'],['Intact'],Immature,[],[]
61,data/Soybean Seeds/Spotted/876.jpg,Spotted,Skin-damaged,"['data/Soybean Seeds/Broken/866.jpg', 'data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Intact/8.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Immature/149.jpg', 'data/Soybean Seeds/Intact/483.jpg']","['Broken', 'Intact', 'Intact', 'Skin-damaged', 'Intact', 'Immature', 'Immature', 'Intact']",Broken,"['data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg', 'data/Soybean Seeds/Immature/1084.jpg']","['Skin-damaged', 'Intact', 'Skin-damaged', 'Immature']",Immature,"['data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Spotted/706.jpg']","['Immature', 'Spotted']",Spotted,['data/Soybean Seeds/Skin-damaged/568.jpg'],['Skin-damaged'],Intact,[],[]
62,data/Soybean Seeds/Intact/972.jpg,Intact,Immature,"['data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Spotted/420.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Immature/1094.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Immature/102.jpg', 'data/Soybean Seeds/Broken/331.jpg', 'data/Soybean Seeds/Broken/960.jpg']","['Broken', 'Spotted', 'Broken', 'Immature', 'Skin-damaged', 'Immature', 'Broken', 'Broken']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/414.jpg', 'data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Spotted/420.jpg']","['Skin-damaged', 'Immature', 'Broken', 'Spotted']",Spotted,"['data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Spotted/185.jpg']","['Spotted', 'Spotted']",Intact,['data/Soybean Seeds/Broken/949.jpg'],['Broken'],Immature,[],[]
63,data/Soybean Seeds/Intact/836.jpg,Intact,Skin-damaged,"['data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Spotted/764.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Intact/382.jpg', 'data/Soybean Seeds/Intact/972.jpg', 'data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Immature/102.jpg']","['Spotted', 'Spotted', 'Skin-damaged', 'Broken', 'Intact', 'Intact', 'Immature', 'Immature']",Spotted,"['data/Soybean Seeds/Intact/382.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Broken/949.jpg']","['Intact', 'Spotted', 'Spotted', 'Broken']",Skin-damaged,"['data/Soybean Seeds/Intact/699.jpg', 'data/Soybean Seeds/Intact/8.jpg']","['Intact', 'Intact']",Immature,['data/Soybean Seeds/Immature/741.jpg'],['Immature'],Skin-damaged,[],[]
64,data/Soybean Seeds/Intact/192.jpg,Intact,Skin-damaged,"['data/Soybean Seeds/Broken/939.jpg', 'data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/465.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg']","['Broken', 'Broken', 'Broken', 'Broken', 'Immature', 'Skin-damaged', 'Intact', 'Skin-damaged']",Broken,"['data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Skin-damaged/1102.jpg', 'data/Soybean Seeds/Broken/949.jpg', 'data/Soybean Seeds/Spotted/1036.jpg']","['Broken', 'Skin-damaged', 'Broken', 'Spotted']",Intact,"['data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Intact/8.jpg']","['Spotted', 'Intact']",Broken,['data/Soybean Seeds/Broken/939.jpg'],['Broken'],Immature,[],[]
65,data/Soybean Seeds/Skin-damaged/514.jpg,Skin-damaged,Broken,"['data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg', 'data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Skin-damaged/149.jpg', 'data/Soybean Seeds/Intact/495.jpg', 'data/Soybean Seeds/Skin-damaged/32.jpg', 'data/Soybean Seeds/Immature/102.jpg']","['Broken', 'Skin-damaged', 'Intact', 'Intact', 'Skin-damaged', 'Intact', 'Skin-damaged', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Immature/1124.jpg', 'data/Soybean Seeds/Broken/960.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg']","['Immature', 'Broken', 'Spotted', 'Skin-damaged']",Intact,"['data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Spotted/922.jpg']","['Immature', 'Spotted']",Immature,['data/Soybean Seeds/Immature/19.jpg'],['Immature'],Intact,[],[]
66,data/Soybean Seeds/Intact/567.jpg,Intact,Skin-damaged,"['data/Soybean Seeds/Intact/1008.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Intact/8.jpg', 'data/Soybean Seeds/Spotted/262.jpg', 'data/Soybean Seeds/Immature/19.jpg', 'data/Soybean Seeds/Immature/1065.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg', 'data/Soybean Seeds/Spotted/399.jpg']","['Intact', 'Skin-damaged', 'Intact', 'Spotted', 'Immature', 'Immature', 'Skin-damaged', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Spotted/922.jpg', 'data/Soybean Seeds/Spotted/262.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Spotted/112.jpg']","['Spotted', 'Spotted', 'Skin-damaged', 'Spotted']",Skin-damaged,"['data/Soybean Seeds/Intact/972.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg']","['Intact', 'Skin-damaged']",Broken,['data/Soybean Seeds/Broken/138.jpg'],['Broken'],Skin-damaged,[],[]
67,data/Soybean Seeds/Skin-damaged/147.jpg,Skin-damaged,Spotted,"['data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Skin-damaged/268.jpg', 'data/Soybean Seeds/Spotted/420.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Immature/40.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Intact/688.jpg']","['Immature', 'Intact', 'Skin-damaged', 'Spotted', 'Broken', 'Immature', 'Immature', 'Intact']",Broken,"['data/Soybean Seeds/Intact/403.jpg', 'data/Soybean Seeds/Intact/495.jpg', 'data/Soybean Seeds/Broken/738.jpg', 'data/Soybean Seeds/Spotted/894.jpg']","['Intact', 'Intact', 'Broken', 'Spotted']",Spotted,"['data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Broken/738.jpg']","['Spotted', 'Broken']",Skin-damaged,['data/Soybean Seeds/Intact/1008.jpg'],['Intact'],Immature,[],[]
68,data/Soybean Seeds/Skin-damaged/973.jpg,Skin-damaged,Broken,"['data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Spotted/876.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Spotted/974.jpg', 'data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Broken/960.jpg']","['Spotted', 'Spotted', 'Skin-damaged', 'Spotted', 'Skin-damaged', 'Intact', 'Skin-damaged', 'Broken']",Immature,"['data/Soybean Seeds/Intact/407.jpg', 'data/Soybean Seeds/Immature/19.jpg', 'data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Intact/95.jpg']","['Intact', 'Immature', 'Intact', 'Intact']",Spotted,"['data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Spotted/974.jpg']","['Intact', 'Spotted']",Broken,['data/Soybean Seeds/Broken/960.jpg'],['Broken'],Broken,[],[]
69,data/Soybean Seeds/Spotted/586.jpg,Spotted,Skin-damaged,"['data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg', 'data/Soybean Seeds/Skin-damaged/999.jpg', 'data/Soybean Seeds/Broken/333.jpg', 'data/Soybean Seeds/Spotted/887.jpg', 'data/Soybean Seeds/Spotted/112.jpg', 'data/Soybean Seeds/Intact/495.jpg']","['Immature', 'Skin-damaged', 'Skin-damaged', 'Skin-damaged', 'Broken', 'Spotted', 'Spotted', 'Intact']",Intact,"['data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Intact/403.jpg', 'data/Soybean Seeds/Skin-damaged/8.jpg', 'data/Soybean Seeds/Broken/333.jpg']","['Intact', 'Intact', 'Skin-damaged', 'Broken']",Spotted,"['data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Broken/333.jpg']","['Spotted', 'Broken']",Spotted,['data/Soybean Seeds/Spotted/764.jpg'],['Spotted'],Intact,[],[]
70,data/Soybean Seeds/Skin-damaged/670.jpg,Skin-damaged,Intact,"['data/Soybean Seeds/Intact/95.jpg', 'data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Immature/741.jpg', 'data/Soybean Seeds/Immature/1084.jpg', 'data/Soybean Seeds/Intact/495.jpg', 'data/Soybean Seeds/Intact/828.jpg', 'data/Soybean Seeds/Immature/594.jpg']","['Intact', 'Skin-damaged', 'Broken', 'Immature', 'Immature', 'Intact', 'Intact', 'Immature']",Intact,"['data/Soybean Seeds/Intact/483.jpg', 'data/Soybean Seeds/Broken/136.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Spotted/887.jpg']","['Intact', 'Broken', 'Immature', 'Spotted']",Broken,"['data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Immature/102.jpg']","['Skin-damaged', 'Immature']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/1102.jpg'],['Skin-damaged'],Broken,[],[]
71,data/Soybean Seeds/Intact/828.jpg,Intact,Spotted,"['data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Immature/594.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Spotted/586.jpg', 'data/Soybean Seeds/Immature/554.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Intact/48.jpg']","['Spotted', 'Immature', 'Immature', 'Broken', 'Spotted', 'Immature', 'Broken', 'Intact']",,"['data/Soybean Seeds/Broken/958.jpg', 'data/Soybean Seeds/Intact/95.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Skin-damaged/315.jpg']","['Broken', 'Intact', 'Spotted', 'Skin-damaged']",Skin-damaged,"['data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Skin-damaged/414.jpg']","['Immature', 'Skin-damaged']",Skin-damaged,['data/Soybean Seeds/Immature/431.jpg'],['Immature'],Spotted,[],[]
72,data/Soybean Seeds/Intact/688.jpg,Intact,Intact,"['data/Soybean Seeds/Broken/331.jpg', 'data/Soybean Seeds/Skin-damaged/973.jpg', 'data/Soybean Seeds/Immature/414.jpg', 'data/Soybean Seeds/Skin-damaged/861.jpg', 'data/Soybean Seeds/Intact/1125.jpg', 'data/Soybean Seeds/Immature/10.jpg', 'data/Soybean Seeds/Broken/786.jpg', 'data/Soybean Seeds/Spotted/764.jpg']","['Broken', 'Skin-damaged', 'Immature', 'Skin-damaged', 'Intact', 'Immature', 'Broken', 'Spotted']",Broken,"['data/Soybean Seeds/Immature/875.jpg', 'data/Soybean Seeds/Skin-damaged/105.jpg', 'data/Soybean Seeds/Skin-damaged/196.jpg', 'data/Soybean Seeds/Spotted/399.jpg']","['Immature', 'Skin-damaged', 'Skin-damaged', 'Spotted']",Immature,"['data/Soybean Seeds/Immature/1094.jpg', 'data/Soybean Seeds/Spotted/887.jpg']","['Immature', 'Spotted']",Intact,['data/Soybean Seeds/Intact/382.jpg'],['Intact'],Skin-damaged,[],[]
73,data/Soybean Seeds/Intact/483.jpg,Intact,Skin-damaged,"['data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Broken/866.jpg', 'data/Soybean Seeds/Immature/8.jpg', 'data/Soybean Seeds/Skin-damaged/268.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Skin-damaged/147.jpg', 'data/Soybean Seeds/Skin-damaged/568.jpg', 'data/Soybean Seeds/Broken/544.jpg']","['Spotted', 'Broken', 'Immature', 'Skin-damaged', 'Intact', 'Skin-damaged', 'Skin-damaged', 'Broken']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Immature/441.jpg', 'data/Soybean Seeds/Immature/10.jpg']","['Skin-damaged', 'Spotted', 'Immature', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Spotted/262.jpg']","['Broken', 'Spotted']",Spotted,['data/Soybean Seeds/Spotted/974.jpg'],['Spotted'],Skin-damaged,[],[]
74,data/Soybean Seeds/Spotted/185.jpg,Spotted,Skin-damaged,"['data/Soybean Seeds/Spotted/706.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Broken/203.jpg', 'data/Soybean Seeds/Spotted/262.jpg', 'data/Soybean Seeds/Intact/836.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Intact/698.jpg', 'data/Soybean Seeds/Immature/10.jpg']","['Spotted', 'Immature', 'Broken', 'Spotted', 'Intact', 'Intact', 'Intact', 'Immature']",Spotted,"['data/Soybean Seeds/Spotted/167.jpg', 'data/Soybean Seeds/Broken/206.jpg', 'data/Soybean Seeds/Spotted/1036.jpg', 'data/Soybean Seeds/Immature/701.jpg']","['Spotted', 'Broken', 'Spotted', 'Immature']",Spotted,"['data/Soybean Seeds/Spotted/532.jpg', 'data/Soybean Seeds/Broken/331.jpg']","['Spotted', 'Broken']",Skin-damaged,['data/Soybean Seeds/Skin-damaged/568.jpg'],['Skin-damaged'],Intact,[],[]
75,data/Soybean Seeds/Intact/95.jpg,Intact,Intact,"['data/Soybean Seeds/Broken/786.jpg', 'data/Soybean Seeds/Intact/242.jpg', 'data/Soybean Seeds/Skin-damaged/1090.jpg', 'data/Soybean Seeds/Immature/19.jpg', 'data/Soybean Seeds/Immature/701.jpg', 'data/Soybean Seeds/Immature/431.jpg', 'data/Soybean Seeds/Spotted/764.jpg', 'data/Soybean Seeds/Immature/621.jpg']","['Broken', 'Intact', 'Skin-damaged', 'Immature', 'Immature', 'Immature', 'Spotted', 'Immature']",Intact,"['data/Soybean Seeds/Broken/136.jpg', 'data/Soybean Seeds/Spotted/112.jpg', 'data/Soybean Seeds/Spotted/493.jpg', 'data/Soybean Seeds/Immature/741.jpg']","['Broken', 'Spotted', 'Spotted', 'Immature']",Skin-damaged,"['data/Soybean Seeds/Skin-damaged/695.jpg', 'data/Soybean Seeds/Skin-damaged/268.jpg']","['Skin-damaged', 'Skin-damaged']",Intact,['data/Soybean Seeds/Broken/203.jpg'],['Broken'],Immature,[],[]
76,data/Soybean Seeds/Skin-damaged/315.jpg,Skin-damaged,Broken,"['data/Soybean Seeds/Spotted/528.jpg', 'data/Soybean Seeds/Broken/181.jpg', 'data/Soybean Seeds/Intact/192.jpg', 'data/Soybean Seeds/Spotted/894.jpg', 'data/Soybean Seeds/Broken/554.jpg', 'data/Soybean Seeds/Spotted/8.jpg', 'data/Soybean Seeds/Broken/84.jpg', 'data/Soybean Seeds/Broken/786.jpg']","['Spotted', 'Broken', 'Intact', 'Spotted', 'Broken', 'Spotted', 'Broken', 'Broken']",,"['data/Soybean Seeds/Skin-damaged/1090.jpg', 'data/Soybean Seeds/Immature/621.jpg', 'data/Soybean Seeds/Immature/1094.jpg', 'data/Soybean Seeds/Intact/699.jpg']","['Skin-damaged', 'Immature', 'Immature', 'Intact']",Skin-damaged,"['data/Soybean Seeds/Spotted/185.jpg', 'data/Soybean Seeds/Skin-damaged/343.jpg']","['Spotted', 'Skin-damaged']",Broken,['data/Soybean Seeds/Broken/554.jpg'],['Broken'],Broken,[],[]
